Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
throttle,THROT-əl,Verb,To strangle,The criminal tried to throttle the old man with his bare hands.,"strangle, choke, suffocate","release, free, liberate",Diminutive of 'throat'
thwart,THWORT,Verb,To baffle; frustrate,He felt that everyone was trying to thwart his plans and prevent his success.,"frustrate, foil, obstruct","assist, aid, facilitate","Old Norse 'þvert', across, athwart"
tightwad,TYT-wod,Noun,Excessively frugal person; miser,Jill called Jack a tightwad because he never picked up the check.,"miser, skinflint, penny-pincher","spendthrift, big spender, philanthropist","American English slang, 'tight' + 'wad' (of money)"
tiller,TIL-ər,Noun,Handle used to move a boat's rudder (to steer),"Fearing the wind might shift suddenly and capsize the skiff, Tom kept one hand on the tiller at all times.","helm, rudder handle, steering lever",—,"Old French 'telier', weaver's beam"
timbre,TAM-bər / TIM-bər,Noun,Quality of a musical tone produced by a musical instrument,We identify the instrument producing a musical sound by its timbre.,"tone quality, resonance, color",—,"French 'timbre', from Greek 'tympanon', drum"
timidity,ti-MID-i-tee,Noun,Lack of self-confidence or courage,"If you are to succeed as a salesperson, you must first lose your timidity and fear of failure.","shyness, fearfulness, diffidence","boldness, confidence, courage","Latin 'timiditas', fearfulness"
timorous,TIM-ər-əs,Adjective,Fearful; demonstrating fear,Her timorous manner betrayed the anxiety she felt at the moment.,"fearful, timid, apprehensive","bold, fearless, courageous","Latin 'timor', fear"
tipple,TIP-əl,Verb,To drink alcoholic beverages frequently,He found that his most enjoyable evenings occurred when he tippled with his friends at the local pub.,"drink, imbibe, sip","abstain, teetotal",Origin uncertain; frequentative of 'tip'
tirade,TY-rayd,Noun,Extended scolding; denunciation; harangue,"Every time the boss holds a meeting, he goes into a lengthy tirade, scolding us for everything from tardiness to padding our expenses.","harangue, diatribe, rant","praise, commendation, compliment","French 'tirade', from Italian 'tirata', volley"
titanic,ty-TAN-ik,Adjective,Gigantic,"Titanic waves beat against the majestic S.S. Titanic, driving it against the concealed iceberg.","gigantic, colossal, enormous","tiny, minute, diminutive","Greek 'Titanes', the Titans of mythology"
tithe,TYTH,Noun,Tax of one-tenth,Because he was an agnostic he refused to pay his tithes to the clergy.,"tax, levy, tenth","gift, donation, contribution","Old English 'teoþa', tenth"
titillate,TIT-ə-layt,Verb,To tickle,I am here not to titillate my audience but to enlighten it.,"tickle, stimulate, excite","bore, dull, repel","Latin 'titillare', to tickle"
title,TY-təl,Noun,"Right or claim to possession; mark of rank; name of a book, film, etc.","Though the penniless Duke of Ragwort no longer held title to the family estate, he still retained his title as head of one of England's oldest families.","right, claim, ownership; name, heading","disclaimer, relinquishment","Latin 'titulus', inscription, label"
titter,TIT-ər,Noun,Nervous laugh,Her aunt's constant titter nearly drove her mad.,"giggle, snicker, chuckle","bellow, guffaw, roar","Imitative, 17th c. English"
titular,TICH-oo-lər,Adjective,Having the title of an office without the obligations,"Although he was the titular head of the company, the real decisions were made by his general manager.","nominal, in-name-only, ceremonial","actual, real, substantive","Latin 'titulus', title"
toady,TOH-dee,Noun,Servile flatterer; yes man,"Never tell the boss anything he doesn't wish to hear: he doesn't want an independent adviser, he just wants a toady.","sycophant, flatterer, lackey","critic, dissenter, independent","Short for 'toadeater', a charlatan's assistant"
toga,TOH-gə,Noun,Roman outer robe,Marc Antony pointed to the slashes in Caesar's toga.,"robe, garment, mantle",—,"Latin 'toga', from 'tegere', to cover"
tome,TOHM,Noun,Large volume,She spent much time in the libraries poring over ancient tomes.,"volume, book, opus","pamphlet, leaflet, brochure","Greek 'tomos', section cut off"
tonsure,TON-shər,Noun,"Shaving of the head, especially by person entering religious orders","His tonsure, even more than his monastic garb, indicated that he was a member of the religious order.","shaving, clerical haircut",—,"Latin 'tonsura', clipping"
topography,tə-POG-rə-fee,Noun,Physical features of a region,"Before the generals gave the order to attack, they ordered a complete study of the topography of the region.","terrain, landscape, geography",—,Greek 'topos' (place) + 'graphein' (to write)
torpor,TOR-pər,Noun,Lethargy; sluggishness; dormancy,"Throughout the winter, nothing aroused the bear from his torpor: he would not emerge from hibernation until spring.","lethargy, stupor, inertia","alertness, energy, vitality","Latin 'torpor', numbness"
torque,TORK,Noun,Twisting force; force producing rotation,With her wrench she applied sufficient torque to the nut to loosen it.,"rotational force, twist, torsion",—,"Latin 'torquere', to twist"
torrent,TOR-ənt,Noun,Rushing stream; flood,Day after day of heavy rain saturated the hillside until the water ran downhill in torrents.,"flood, deluge, rush","trickle, drizzle, seep","Latin 'torrens', boiling, rushing"
torrid,TOR-id,Adjective,Passionate; hot or scorching,"The novels published by Harlequin Romances feature torrid love affairs, some set in torrid climates.","scorching, passionate, fervent","cold, frigid, passionless","Latin 'torridus', scorched"
torso,TOR-soh,Noun,Trunk of statue with head and limbs missing; human trunk,"This torso, found in the ruins of Pompeii, is now on exhibition in the museum in Naples.","trunk, body, midsection",—,"Italian 'torso', stalk, trunk"
tortuous,TOR-choo-əs,Adjective,Winding; full of curves,"Because this road is so tortuous, it is unwise to go faster than twenty miles an hour on it.","winding, twisting, serpentine","straight, direct, linear","Latin 'tortuosus', full of twists"
totter,TOT-ər,Verb,"To move unsteadily; sway, as if about to fall","On unsteady feet, the drunk tottered down the hill to the nearest bar.","stagger, sway, wobble","stride, march, steady","Low German 'totern', to quiver"
touchstone,TUCH-stohn,Noun,Stone used to test the fineness of gold alloys; criterion,What touchstone can be used to measure the character of a person?,"criterion, standard, benchmark",—,Old English 'tuch' (touch) + 'stan' (stone)
touchy,TUCH-ee,Adjective,Sensitive; irascible,Do not discuss this phase of the problem as he is very touchy about it.,"sensitive, irritable, thin-skinned","calm, thick-skinned, unruffled",From 'touch' + '-y'
tout,TOWT,Verb,To publicize; praise excessively,I lost confidence in my broker after he touted some junk bonds that turned out to be a bad investment.,"publicize, promote, hype","criticize, disparage, condemn","Middle English 'tuten', to peep"
toxic,TOK-sik,Adjective,Poisonous,We must seek an antidote for whatever toxic substance he has eaten.,"poisonous, venomous, lethal","harmless, safe, nontoxic","Greek 'toxikon', poison for arrows"
tract,TRAKT,Noun,Pamphlet; a region of indefinite size,The King granted William Penn a tract of land in the New World.,"pamphlet, leaflet; region, area",—,"Latin 'tractus', pulling, drawing"
tractable,TRAK-tə-bəl,Adjective,Docile; easily managed,"Although Susan seemed a tractable young woman, she had a stubborn streak of independence.","docile, manageable, compliant","unruly, intractable, obstinate","Latin 'tractare', to handle"
traduce,trə-DYOOS,Verb,To expose to slander,His opponents tried to traduce the candidate's reputation by spreading rumors about his past.,"slander, defame, malign","praise, extol, commend","Latin 'traducere', to lead across, to disgrace"
trajectory,trə-JEK-tə-ree,Noun,Path taken by a projectile,The police tried to locate the spot from which the assassin had fired the fatal shot by tracing the trajectory of the bullet.,"path, course, arc",—,"Latin 'trajectus', thrown across"
tranquillity,tran-KWIL-i-tee,Noun,Calmness; peace,"After the commotion and excitement of the city, I appreciate the tranquillity of these fields and forests.","calmness, serenity, peace","turmoil, agitation, chaos","Latin 'tranquillitas', calmness"
transcendent,tran-SEN-dənt,Adjective,Surpassing; exceeding ordinary limits; superior,Standing on the hillside watching the sunset through the Golden Gate was a transcendent experience.,"surpassing, supreme, extraordinary","ordinary, mundane, commonplace","Latin 'transcendere', to climb over"
transcribe,tran-SKRYB,Verb,To copy,"When you transcribe your notes, please send a copy to Mr. Smith.","copy, record, write out","delete, erase, omit","Latin 'transcribere', to copy"
transgression,tranz-GRESH-ən,Noun,Violation of a law; sin,Forgive us our transgressions; we know not what we do.,"violation, sin, infraction","obedience, compliance, virtue","Latin 'transgressio', going beyond"
transient,TRAN-shənt,Adjective,Momentary; temporary; staying for a short time,Lexy's joy at finding the perfect Christmas gift for Phil was transient.,"temporary, fleeting, momentary","permanent, lasting, enduring","Latin 'transire', to go across"
transition,tran-SIZH-ən,Noun,Going from one state of action to another,"During the period of transition from oil heat to gas heat, the furnace will have to be shut off.","change, shift, conversion","stagnation, constancy, permanence","Latin 'transitio', a going across"
transitory,TRAN-si-tor-ee,Adjective,Impermanent; fleeting,Fame is transitory: today's rising star is all too soon tomorrow's washed-up has-been.,"fleeting, impermanent, ephemeral","lasting, permanent, enduring","Latin 'transitorius', of passing"
translucent,tranz-LOO-sənt,Adjective,Partly transparent,We could not recognize the people in the next room because of the translucent curtains that separated us.,"semi-transparent, clear, diaphanous","opaque, cloudy, murky","Latin 'translucere', to shine through"
transmute,tranz-MYOOT,Verb,To change; convert to something different,He was unable to transmute his dreams into actualities.,"transform, convert, change","preserve, maintain, keep","Latin 'transmutare', to change"
transparent,tranz-PAIR-ənt,Adjective,Easily detected; permitting light to pass through freely,John's pride in his son is transparent; no one who sees the two of them together can miss it.,"clear, obvious, see-through","opaque, obscure, hidden","Medieval Latin 'transparere', to show through"
transpire,tran-SPYR,Verb,To be revealed; happen,"When Austen writes the sentence 'It had just transpired that he had left gaming debts behind him,' her meaning is not that the debts had just been incurred, but that the shocking news had just leaked out.","occur, happen, emerge","conceal, hide, suppress",Latin 'trans' (through) + 'spirare' (to breathe)
transport,TRAN-sport (n),Noun,Strong emotion,"Margo was a creature of extremes, at one moment in transports of joy over a vivid sunset, at another in transports of grief over a dying bird.","rapture, ecstasy, passion","indifference, apathy, calm","Latin 'transportare', to carry across"
