Word,Pronunciation,Part of Speech,Meaning,Usage in Sentence,Synonym,Antonym,Etymology
hermetic,her-MET-ik,adj.,(1) Sealed completely airtight. (2) Obscure and mysterious; occult.,The lab sealed the samples in a hermetic container to keep them free of contamination.,"airtight; occult, esoteric","open, exposed; transparent, accessible","From Hermes Trismegistus, legendary founder of alchemy"
hermitage,HER-mi-tij,n.,The dwelling of a hermit; a secluded retreat.,He withdrew to a mountain hermitage to write in complete solitude.,"retreat, sanctuary, refuge","metropolis, crowd","Greek erēmos ""solitary, desert"""
herpetologist,her-puh-TOL-uh-jist,n.,A zoologist who studies reptiles and amphibians.,The herpetologist carefully measured the rattlesnake before releasing it.,reptile specialist,N/A,"Greek herpeton ""creeping thing"" + logos ""study"""
heterodox,HET-er-uh-doks,adj.,Departing from accepted beliefs; unorthodox.,Her heterodox economic theories unsettled traditional bankers.,"unorthodox, unconventional","orthodox, conventional","Greek heteros ""other"" + doxa ""opinion"""
heterogeneous,het-er-oh-JEE-nee-us,adj.,Made up of dissimilar parts; varied.,"The committee was a heterogeneous mix of engineers, artists, and lawyers.","diverse, varied, mixed","homogeneous, uniform","Greek heteros ""other"" + genos ""kind"""
hew,hyoo,v.,"To chop or cut with a heavy tool, as an ax.",The settlers hewed logs from the forest to build their cabin.,"chop, hack, fell","mend, join","Old English hēawan ""to cut"""
heyday,HAY-day,n.,"The period of greatest success, popularity, or vigor.","In its heyday, the factory employed half the town.","prime, peak, zenith","decline, nadir","Middle English exclamation ""hey-day,"" originally a cry of joy"
hiatus,hy-AY-tus,n.,A gap or pause in continuity.,"After a two-year hiatus, the band finally announced a reunion tour.","break, interruption, lapse","continuity, continuation","Latin hiare ""to gape, yawn"""
hibernal,hy-BER-nul,adj.,Relating to winter; wintry.,The cabin's thick walls were built to withstand the harshest hibernal winds.,"wintry, brumal","estival, summery","Latin hibernus ""of winter"""
hibernate,HY-ber-nayt,v.,"To spend the winter in a dormant, inactive state.",Bears hibernate in dens for several months each winter.,"overwinter, lie dormant","rouse, awaken","Latin hibernare ""to pass the winter"""
hierarchy,HY-er-ar-kee,n.,A system of ranking people or things by status or authority.,New employees quickly learned the company's unspoken hierarchy.,"ranking, pecking order, chain of command","equality, anarchy","Greek hierarchia ""rule of a high priest"" (hieros ""sacred"" + archein ""to rule"")"
hieroglyphic,hy-roh-GLIF-ik,n.,"A picture or symbol representing a word or sound, as in ancient Egyptian writing.",Scholars spent decades decoding the hieroglyphics carved into the temple walls.,"pictograph, ideogram",N/A,"Greek hieros ""sacred"" + glyphein ""to carve"""
hilarity,hi-LAR-i-tee,n.,"Loud, boisterous laughter or cheerfulness.",The blooper reel reduced the entire crew to hilarity.,"mirth, glee, merriment","gloom, sorrow","Latin hilaris ""cheerful,"" from Greek hilaros"
hindmost,HYND-mohst,adj.,Furthest to the rear.,The hindmost runner struggled to keep the pack in sight.,"rearmost, last","foremost, first","""Hind"" (rear) + superlative suffix ""-most"""
hindrance,HIN-drens,n.,"Something that delays, blocks, or obstructs.",Heavy traffic proved a major hindrance to the ambulance's progress.,"obstacle, impediment, obstruction","aid, facilitation","Old English hindrian ""to harm, hold back"""
hinterlands,HIN-ter-landz,n.,"Remote, undeveloped regions away from cities.","The expedition pushed deep into the hinterlands, far from any paved road.","backcountry, outback, backwoods","metropolis, city center","German hinter ""behind"" + Land ""land"""
hireling,HYR-ling,n.,"A person hired for menial or routine work, often used contemptuously.",The disgraced minister dismissed his critics as mere hirelings of his rival.,"lackey, mercenary, flunky","volunteer, patron","""Hire"" + diminutive/derogatory suffix ""-ling"""
hirsute,HER-soot,adj.,Covered with hair; hairy.,The hirsute mountain man hadn't shaved in over a year.,"shaggy, bearded, bristly","bald, hairless","Latin hirsutus ""shaggy, bristly"""
histrionic,his-tree-ON-ik,adj.,Excessively theatrical or dramatic.,His histrionic reaction to the minor setback embarrassed the whole office.,"melodramatic, theatrical, overdone","understated, restrained","Latin histrio ""actor"""
hoard,hawrd,v.,"To accumulate and store away, often secretly.",Squirrels hoard acorns to survive the winter months.,"stockpile, amass, stash","squander, distribute","Old English hord ""treasure, stored wealth"""
hoary,HAWR-ee,adj.,Gray or white with age; ancient.,The hoary professor had taught the same course for forty years.,"ancient, venerable, age-old","youthful, new","Old English hār ""gray, old"""
hoax,hohks,n.,An act intended to deceive or trick.,The viral video turned out to be an elaborate hoax.,"trick, deception, ruse","truth, fact","Probably a contraction of ""hocus,"" from ""hocus-pocus"""
holocaust,HOH-luh-kawst,n.,"Widespread destruction, especially by fire; (capitalized) the genocide of European Jews during WWII.",Historians study the nuclear holocaust scenarios feared during the Cold War.,"devastation, conflagration, annihilation","preservation, renewal","Greek holos ""whole"" + kaustos ""burnt"""
holster,HOHL-ster,n.,A case for carrying a handgun.,The deputy adjusted his holster before stepping out of the car.,"gun case, sheath",N/A,"Middle Dutch holster ""cover, case"""
homage,HOM-ij,n.,A public show of honor or respect.,The film pays homage to classic noir detective stories.,"tribute, honor, reverence","insult, disrespect","Old French homme ""man,"" via the feudal pledge of loyalty (hominaticum)"
homeostasis,hoh-mee-oh-STAY-sis,n.,The tendency of a system to maintain internal stability.,The body maintains homeostasis by regulating temperature through sweating and shivering.,"equilibrium, balance, stability","imbalance, instability","Greek homoios ""similar"" + stasis ""standing still"""
homespun,HOHM-spun,adj.,"Simple and plain, as if made at home.",Her grandmother offered homespun wisdom about patience and hard work.,"plain, unsophisticated, folksy","refined, sophisticated","Literally ""spun at home"" (homemade cloth)"
homily,HOM-uh-lee,n.,A sermon or moralizing lecture.,The principal's homily on honesty went on for nearly twenty minutes.,"sermon, lecture, exhortation",N/A,"Greek homilia ""conversation, discourse"""
homogeneous,hoh-moh-JEE-nee-us,adj.,Composed of similar parts; uniform throughout.,The suburb's homogeneous architecture made every street look identical.,"uniform, consistent, alike","heterogeneous, varied","Greek homos ""same"" + genos ""kind"""
hone,hohn,v.,To sharpen or refine.,She honed her debate skills through years of weekend tournaments.,"sharpen, refine, polish","dull, blunt","Old English hān ""stone,"" referring to a sharpening stone"
hoodwink,HOOD-wink,v.,To deceive or trick.,The con artist hoodwinked dozens of investors with a fake startup.,"dupe, swindle, deceive","enlighten, inform","Literally ""to cover the eyes with a hood"""
horde,hawrd,n.,"A large, often disorderly crowd or group.",A horde of shoppers rushed through the doors on Black Friday.,"throng, mob, swarm","handful, individual","Turkic ordu ""camp, royal court,"" via Polish/Russian"
hortatory,HAWR-tuh-tawr-ee,adj.,Urging to action; encouraging.,The coach's hortatory speech sent the team running back onto the field.,"exhortative, encouraging, urging","discouraging, dissuasive","Latin hortari ""to urge, encourage"""
horticultural,hawr-ti-KUL-cher-ul,adj.,Relating to the cultivation of gardens.,The botanical garden hosts an annual horticultural society show every spring.,"gardening, agricultural",N/A,"Latin hortus ""garden"" + cultura ""cultivation"""
hostility,hos-TIL-i-tee,n.,Unfriendliness or open antagonism.,Years of border disputes bred deep hostility between the neighboring towns.,"animosity, antagonism, enmity","friendliness, goodwill","Latin hostis ""enemy"""
hovel,HUV-el,n.,"A small, squalid dwelling.",The refugees took shelter in an abandoned hovel on the edge of town.,"shack, shanty, hut","mansion, palace","Middle English hovel ""shed""; origin uncertain"
hover,HUV-er,v.,To remain suspended in the air or linger nearby.,"The drone hovered above the stadium, filming the crowd below.","linger, float, drift","depart, settle","Middle English hoveren, frequentative of hoven ""to hover"""
hubbub,HUB-ub,n.,A confused noise or commotion.,"Amid the hubbub of the trading floor, no one heard the phone ring.","uproar, commotion, din","silence, calm",Possibly from an Irish exclamation; origin uncertain
hubris,HYOO-bris,n.,Excessive pride or self-confidence.,The CEO's hubris led him to ignore every warning from his engineers.,"arrogance, conceit, pride","humility, modesty","Greek hybris ""excessive pride, insolence"""
hue,hyoo,n.,A color or shade.,The sunset painted the sky in deep orange hues.,"shade, tint, tone",N/A,"Old English hīw ""form, color"""
hue and cry,hyoo and kry,n. phrase,A loud public outcry or alarm.,The mayor's proposal raised such a hue and cry that the council shelved it.,"outcry, uproar, clamor","silence, indifference","Old French hu e cri, a legal term for raising an alarm to pursue a criminal"
humane,hyoo-MAYN,adj.,Showing compassion or kindness.,The shelter is known for its humane treatment of injured animals.,"compassionate, kind, merciful","cruel, inhumane","Variant of ""human,"" from Latin humanus"
humdrum,HUM-drum,adj.,Dull and monotonous.,He quit his humdrum desk job to travel the world.,"monotonous, tedious, dreary","exciting, exhilarating","Probably a reduplication of ""hum,"" imitating a dull, droning sound"
humid,HYOO-mid,adj.,Containing a high amount of moisture.,The humid jungle air left their clothes damp within minutes.,"damp, moist, muggy","dry, arid","Latin humidus ""moist"""
humility,hyoo-MIL-i-tee,n.,A modest view of one's own importance.,"Despite his fame, the musician accepted the award with humility.","modesty, meekness, humbleness","arrogance, pride","Latin humilis ""low, lowly"""
hummock,HUM-uk,n.,A small ridge or hill.,The hikers rested atop a grassy hummock overlooking the marsh.,"knoll, mound, hillock","hollow, valley","Origin uncertain, possibly related to ""hump"""
humus,HYOO-mus,n.,Dark organic matter formed from decayed plant material.,Gardeners mix humus into the soil to boost its fertility.,"compost, loam, mulch",N/A,"Latin humus ""earth, ground"""
hurtle,HER-tul,v.,To move rapidly and with great force.,The boulder hurtled down the mountainside toward the village.,"rush, careen, plunge","crawl, creep","Middle English hurten ""to collide, strike"""
husband,HUZ-bend,v.,To manage resources carefully; to conserve.,The expedition leader husbanded the team's remaining water for the final climb.,"conserve, economize, ration","squander, waste","Old Norse húsbóndi ""master of a house"""
husbandry,HUZ-ben-dree,n.,Careful management of resources; farming.,Good husbandry of the farm's soil kept yields high for generations.,"stewardship, thrift, farming","waste, mismanagement","""Husband"" (manager of a household) + ""-ry"""
hybrid,HY-brid,n./adj.,An offspring or product of two different elements; a mixed breed.,The new car is a hybrid that runs on both gasoline and electricity.,"mix, cross, blend","purebred, pure","Latin hybrida ""offspring of a tame sow and wild boar"""
